Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,64.44000244140625,66.25,64.2699966430664,65.66000366210938,62.8705940246582,5855800
2022-01-04,66.30000305175781,67.98999786376953,66.05000305175781,67.80999755859375,64.92925262451172,8469200
2022-01-05,68.9800033569336,69.94000244140625,68.08999633789062,68.23999786376953,65.34098815917969,8747200
2022-01-06,69.77999877929688,70.37999725341797,68.81999969482422,70.1500015258789,67.16985321044922,7923800
2022-01-07,70.0999984741211,71.01000213623047,69.81999969482422,70.93000030517578,67.91671752929688,6443500
2022-01-10,70.94999694824219,71.41000366210938,69.86000061035156,70.44999694824219,67.45710754394531,5922700
2022-01-11,71.31999969482422,72.80000305175781,70.61000061035156,72.69000244140625,69.6019515991211,6883000
2022-01-12,73.0,73.86000061035156,72.37000274658203,73.08000183105469,69.9753646850586,6861800
2022-01-13,73.33999633789062,74.13999938964844,72.86000061035156,73.12000274658203,70.013671875,5486500
2022-01-14,73.0,74.7699966430664,72.94000244140625,74.73999786376953,71.56484985351562,7237100
2022-01-18,74.97000122070312,75.87999725341797,73.5,74.55000305175781,71.38291931152344,7808700
2022-01-19,75.2699966430664,75.6500015258789,73.22000122070312,73.3499984741211,70.23388671875,6582800
2022-01-20,72.63999938964844,74.25,71.80999755859375,71.98999786376953,68.93167877197266,7200600
2022-01-21,71.44999694824219,71.62999725341797,69.83999633789062,70.69999694824219,67.69647216796875,10194200
2022-01-24,69.05000305175781,70.72000122070312,67.48999786376953,70.38999938964844,67.39964294433594,9624700
2022-01-25,69.9000015258789,71.8499984741211,68.73999786376953,71.5,68.4625015258789,10674200
2022-01-26,72.38999938964844,73.19999694824219,70.41999816894531,70.9800033569336,67.964599609375,7942800
2022-01-27,72.62999725341797,73.29000091552734,70.54000091552734,71.9000015258789,68.84550476074219,9207900
2022-01-28,71.80000305175781,72.54000091552734,70.12000274658203,71.80000305175781,68.74974822998047,7761300
2022-01-31,71.45999908447266,71.93000030517578,70.33000183105469,71.75,68.7018814086914,6729400
2022-02-01,71.06999969482422,74.20999908447266,70.77999877929688,74.0199966430664,70.87542724609375,7660300
2022-02-02,76.29000091552734,78.77999877929688,76.05000305175781,78.5,75.16511535644531,12585400
2022-02-03,78.58000183105469,78.9000015258789,76.62999725341797,76.97000122070312,73.70011901855469,7069300
2022-02-04,77.62000274658203,78.94000244140625,77.30999755859375,78.19000244140625,74.86829376220703,6173200
2022-02-07,78.16999816894531,80.55999755859375,77.7699966430664,79.83000183105469,76.43861389160156,7263900
2022-02-08,79.94999694824219,80.45999908447266,78.41000366210938,79.29000091552734,75.92154693603516,7949500
2022-02-09,79.2699966430664,80.77999877929688,79.2699966430664,79.79000091552734,76.40031433105469,5570300
2022-02-10,79.62999725341797,81.30999755859375,79.27999877929688,79.73999786376953,76.35243225097656,6398100
