Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,170.2100067138672,171.60000610351562,169.10000610351562,171.5399932861328,163.5247802734375,6012200
2022-01-04,171.05999755859375,172.2899932861328,170.60000610351562,171.0800018310547,163.08627319335938,6748400
2022-01-05,172.0,173.47000122070312,171.6199951171875,172.22000122070312,164.1729736328125,7016100
2022-01-06,172.14999389648438,172.5,170.8000030517578,171.6300048828125,163.6105499267578,7301600
2022-01-07,171.4600067138672,174.3000030517578,171.1300048828125,173.9499969482422,165.8221435546875,6986000
2022-01-10,173.69000244140625,173.69000244140625,172.16000366210938,173.08999633789062,165.00234985351562,7698400
2022-01-11,172.99000549316406,173.38999938964844,170.11000061035156,171.25,163.24830627441406,8341100
2022-01-12,169.61000061035156,170.0800018310547,168.33999633789062,169.7899932861328,161.85655212402344,8116200
2022-01-13,169.0,170.4199981689453,168.4600067138672,168.75999450683594,160.87464904785156,6159400
2022-01-14,168.6300048828125,168.64999389648438,167.14999389648438,167.83999633789062,159.99765014648438,5847700
2022-01-18,167.10000610351562,167.72000122070312,166.00999450683594,167.10000610351562,159.29222106933594,7815600
2022-01-19,167.1999969482422,168.72000122070312,166.32000732421875,166.5800018310547,158.79652404785156,5926500
2022-01-20,167.2899932861328,167.86000061035156,164.92999267578125,165.25,157.52867126464844,6011300
2022-01-21,166.19000244140625,167.99000549316406,164.47000122070312,164.8699951171875,157.16639709472656,10550300
2022-01-24,164.0,164.1699981689453,158.25999450683594,162.97000122070312,155.35520935058594,14054600
2022-01-25,162.36000061035156,168.41000366210938,161.5800018310547,167.6300048828125,159.79747009277344,14081200
2022-01-26,167.5399932861328,169.22000122070312,166.22999572753906,168.3800048828125,160.5124053955078,9963200
2022-01-27,169.38999938964844,171.91000366210938,169.0,170.58999633789062,162.619140625,9066700
2022-01-28,170.86000061035156,171.83999633789062,169.3000030517578,171.7899932861328,163.76307678222656,9783100
2022-01-31,171.5,172.6199951171875,170.82000732421875,172.2899932861328,164.23971557617188,8054800
2022-02-01,171.74000549316406,171.97999572753906,169.42999267578125,170.8800048828125,162.89559936523438,8154700
2022-02-02,169.64999389648438,172.99000549316406,169.64999389648438,172.77000427246094,164.69729614257812,7382800
2022-02-03,172.25999450683594,173.6199951171875,171.0399932861328,172.75999450683594,164.68775939941406,6240400
2022-02-04,171.0,172.97999572753906,170.1199951171875,171.6300048828125,163.6105499267578,6392200
2022-02-07,171.41000366210938,171.74000549316406,170.00999450683594,171.05999755859375,163.0672149658203,6065700
